Наименование ЛПУ;Адрес ЛПУ;Телефон;Виды помощи
"""Волховская МБ"" ГБУЗ ЛО";187420, Ленинградская обл, Волховский р-н, Сясьстрой г, Петрозаводская ул, дом № 14;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Волховская МБ"" ГБУЗ ЛО";187423, Ленинградская обл, Волховский р-н, Потанино д, дом № 12;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Волховская МБ"" ГБУЗ ЛО";187439, Ленинградская обл, Волховский р-н, Колчаново с, Алексино мкр, дом № 31;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Волховская МБ"" ГБУЗ ЛО";187442, Ленинградская обл, Волховский р-н, Усадище д, дом № 128;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Волховская МБ"" ГБУЗ ЛО";187450, Ленинградская обл, Волховский р-н, Новая Ладога г, В мкр, дом № 29;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Волховская МБ"" ГБУЗ ЛО";187450, Ленинградская обл, Волховский р-н, Новая Ладога г, Ленинградская ул, дом № 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Волховская МБ"" ГБУЗ ЛО";187460, Ленинградская обл, Волховский р-н, Паша с, Советская ул, дом № 169;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ВЦЭРМ им. А.М. Никифорова МЧС России"" ФГБУ";194044, Санкт-Петербург г, Академика Лебедева ул, дом № 4/2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ВЦЭРМ им. А.М. Никифорова МЧС России"" ФГБУ";197082, Санкт-Петербург г, Оптиков ул, дом № 54;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188800, Ленинградская обл, Выборгский р-н, Выборг г, Ильинская ул, дом № 8;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188800, Ленинградская обл, Выборгский р-н, Выборг г, Куйбышева ул, дом № 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188800, Ленинградская обл, Выборгский р-н, Выборг г, Куйбышева ул, дом № 7;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188800, Ленинградская обл, Выборгский р-н, Выборг г, Ленина пр-кт, дом № 12;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188800, Ленинградская обл, Выборгский р-н, Выборг г, Маяковского ул, дом № 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188800, Ленинградская обл, Выборгский р-н, Выборг г, Октябрьская ул, дом № 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188801, Ленинградская обл, Выборгский р-н, Выборг г, Приморское ш, дом № 36;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188918, Ленинградская обл, Выборгский р-н, Советский пгт, Комсомольская ул, дом № 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Выборгская МБ"" ГБУЗ ЛО""";188918, Ленинградская обл, Выборгский р-н, Советский пгт, Школьная ул, дом № 59;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГБУЗ ЛО ""Киришская КМБ""";187110, Ленинградская обл, Киришский р-н, Кириши г, Героев пр-кт, дом № 36;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГБУЗ ЛО ""Киришская КМБ""";187110, Ленинградская обл, Киришский р-н, Кириши г, Молодежный б-р, дом № 6;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГБУЗ ЛО ""Киришская КМБ""";187110, Ленинградская обл, Киришский р-н, Кириши г, Советская ул, дом № 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГБУЗ ЛО ""Тосненская КМБ""";187000, Ленинградская обл, Тосненский р-н, Тосно г, Барыбина ш, дом № 29;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГБУЗ ЛО ""Тосненская КМБ""";187000, Ленинградская обл, Тосненский р-н, Тосно, Боярово, дом № 21;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГВВ"" СПб ГБУЗ";191144, Санкт-Петербург г, Старорусская ул, дом № 3, лит. А;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГВВ"" СПб ГБУЗ";192148, Санкт-Петербург г, Елизарова пр-кт, дом № 32, лит. А;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГВВ"" СПб ГБУЗ";193079, Санкт-Петербург г, Дальневосточный пр-кт, дом № 63;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГВВ"" СПб ГБУЗ";193079, Санкт-Петербург г, Народная ул, дом № 21, корпус 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГлавУпДК при МИД России"" филиал ""Мединцентр "" ФГУП";119049, Москва г, Добрынинский 4-й пер, дом № 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГлавУпДК при МИД России"" филиал ""Мединцентр "" ФГУП";125284, Москва г, Боткинский 2-й проезд, дом № 5, корпус 5;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ГМПБ №2"" СПб ГБУЗ";194354, Санкт-Петербург г, Учебный пер, дом № 5;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница № 14"" СПб ГБУЗ";198095, Санкт-Петербург г, Косинова ул, дом № 19/9;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница № 26"" СПб ГБУЗ""";196247, Санкт-Петербург г, Костюшко ул, дом № 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №15"" СПб ГБУЗ";198205, Санкт-Петербург г, Авангардная ул, дом № 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №20"" СПб ГБУЗ";196135, Санкт-Петербург г, Авиационная ул, дом № 42;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №20"" СПб ГБУЗ";196135, Санкт-Петербург г, Гастелло ул, дом № 21;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №20"" СПб ГБУЗ";196135, Санкт-Петербург г, Ленсовета ул, дом № 18;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №20"" СПб ГБУЗ";196143, Санкт-Петербург г, Ленсовета ул, дом № 54, корпус 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №33"" СПб ГБУЗ";196653, Санкт-Петербург г, Колпино г, Вавилова ул, дом № 3;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №33"" СПб ГБУЗ";196653, Санкт-Петербург г, Колпино г, Веры Слуцкой ул, дом № 18/20;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №33"" СПб ГБУЗ";196653, Санкт-Петербург г, Колпино г, Карла Маркса ул, дом № 21;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №33"" СПб ГБУЗ";196653, Санкт-Петербург г, Колпино г, Павловская ул, дом № 12;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №33"" СПб ГБУЗ";196653, Санкт-Петербург г, Колпино г, Павловская ул, дом № 16;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №40"" СПб ГБУЗ";197706, Санкт-Петербург г, Сестрорецк г, Борисова ул, дом № 9;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №40"" СПб ГБУЗ";197706, Санкт-Петербург г, Сестрорецк г, Володарского ул, дом № 24;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №40"" СПб ГБУЗ";197706, Санкт-Петербург г, Сестрорецк г, Инструментальщиков ул, дом № 11;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №40"" СПб ГБУЗ";197720, Санкт-Петербург г, Зеленогорск г, Комсомольская ул, дом № 11;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №40"" СПб ГБУЗ";197720, Санкт-Петербург г, Зеленогорск г, Красных Командиров пр-кт, дом № 45;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница №9"" СПб ГБУЗ";197110, Санкт-Петербург г, Крестовский пр-кт, дом № 18;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская больница Святого Праведного Иоанна Кронштадтского"" СПб ГБУЗ";197762, Санкт-Петербург г, Кронштадт г, Газовый завод ул, дом № 3;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская клиническая больница №31"" СПб ГБУЗ";191060, Санкт-Петербург г, Смольный проезд, дом № 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская клиническая больница №31"" СПб ГБУЗ";197110, Санкт-Петербург г, Динамо пр-кт, дом № 11;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская клиническая больница №31"" СПб ГБУЗ";197110, Санкт-Петербург г, Динамо пр-кт, дом № 3;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская Мариинская больница"" СПб ГБУЗ";190000, Санкт-Петербург г, Жуковского ул, дом № 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская Мариинская больница"" СПб ГБУЗ";191014, Санкт-Петербург г, Литейный пр-кт, дом № 56;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городская Покровская больница"" СПб ГБУЗ";199106, Санкт-Петербург г, Большой В.О. пр-кт, дом № 85;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городской клинический онкологический диспансер"" СПб ГБУЗ""";197022, Санкт-Петербург г, 2-я Березовая аллея, дом № 3/5;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Городской клинический онкологический диспансер"" СПб ГБУЗ""";198255, Санкт-Петербург г, Ветеранов пр-кт, дом № 56;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Елизаветинская больница"" СПб ГБУЗ";195257, Санкт-Петербург г, Вавиловых ул, дом № 14;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Институт мозга человека РАН"" ФГБУН""";197376, Санкт-Петербург г, Академика Павлова ул, дом № 9;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""КБ № 1 УДП РФ"" ФГБУ";121352, Москва г, Староволынская ул, дом № 10;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""КДЦ с поликлиникой"" ФГБУ";197110, Санкт-Петербург г, Морской пр-кт, дом № 3;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""КЛИНИЧЕСКАЯ БОЛЬНИЦА СВЯТИТЕЛЯ ЛУКИ"" СПБ ГБУЗ";194044, Санкт-Петербург г, Чугунная ул, дом № 46;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Клиническая больница"" ФГБУ";Москва г, Лосиноостровская ул, дом № 45;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""КРБ №25"" СПб ГБУЗ";190068, Санкт-Петербург г, Большая Подьяческая ул, дом № 30;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";188300, Ленинградская обл, Гатчинский р-н, Гатчина г, Рощинская ул, дом № 15;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";188664, Ленинградская обл, Всеволожский р-н, Токсово гп, Буланова ул, дом № 18;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";190000, Санкт-Петербург г, Полюстровский пр-кт, дом № 12;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";194291, Санкт-Петербург г, Культуры пр-кт, дом № 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";194291, Санкт-Петербург г, Луначарского пр-кт, дом № 45;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";194291, Санкт-Петербург г, Луначарского пр-кт, дом № 49;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ЛОКБ"" ГБУЗ";194291, Санкт-Петербург г, Сантьяго-де-Куба ул, дом № 5;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Медилюкс -ТМ"" филиал Санкт-Петербургский"" ООО";196084, Санкт-Петербург г, Московский пр-кт, дом № 119;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Медилюкс -ТМ"" филиал Санкт-Петербургский"" ООО";197227, Санкт-Петербург г, Гаккелевская ул, дом № 21;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Медси Санкт-Петербург"" ООО";191025, Санкт-Петербург г, Марата ул, дом № 6;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""МЕДЭКСПРЕСС-СЕРВИС"" ООО";188480, Ленинградская обл, Кингисеппский р-н, Кингисепп г, Крикковское ш, дом № 9;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""МЕДЭКСПРЕСС-СЕРВИС"" ООО";191186, Санкт-Петербург г, Гороховая ул, дом № 14/26;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""МЕДЭКСПРЕСС-СЕРВИС"" ООО";191186, Санкт-Петербург г, Гороховая ул, дом № 16/71;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ММЦ"" ООО";188730, Ленинградская обл, Приозерский р-н, Новожилово д, Приозерское ш, дом № 3, корпус 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""ММЦ"" ООО";191186, Санкт-Петербург г, Малая Конюшенная ул, дом № 8;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Николаевская больница"" СПб ГБУЗ";198510, Санкт-Петербург г, Петергоф г, Константиновская ул, дом № 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Николаевская больница"" СПб ГБУЗ";198510, Санкт-Петербург г, Петергоф г, Санкт-Петербургский пр-кт, дом № 20;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""Николаевская больница"" СПб ГБУЗ";198510, Санкт-Петербург г, Петергоф г, Царицынская ул, дом № 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НИЛЦ ""Деома"" ООО";190000, Санкт-Петербург г, Большой В. О. пр-кт, дом № 49;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМИЦ ""МНТК ""Микрохирургия Глаза"" им. Акад. С.Н. Федорова"" Минздрава России"" ФГАУ филиал Санкт-Петер";192283, Санкт-Петербург г, Ярослава Гашека ул, дом № 21;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";191014, Санкт-Петербург г, Маяковского ул, дом № 12, корпус лит. Р;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";194156, Санкт-Петербург г, Пархоменко пр-кт, дом № 15;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";197341, Санкт-Петербург г, Аккуратова ул, дом № 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";197341, Санкт-Петербург г, Коломяжский пр-кт, дом № 21, корпус 2, кв.строение 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМИЦ ЛРЦ"" МИНЗДРАВА РОССИИ ФГАУ";125367, Москва г, Иваньковское ш, дом № 3;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМХЦ им.Н.И.Пирогова"" Минздрава России"" ФГБУ";105203, Москва г, Первомайская Нижн. ул, дом № 65;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""НМХЦ им.Н.И.Пирогова"" Минздрава России"" ФГБУ";105203, Москва г, Первомайская Нижн. ул, дом № 70;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""РЖД-Медицина"" г. Выборг"" ЧУЗ";188800, Ленинградская обл, Выборгский р-н, Выборг г, Ленинградское ш, дом № 23;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";173002, Новгородская обл, Великий Новгород г, Воскресенский б-р, дом № 5а;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";174260, Новгородская обл, Маловишерский р-н, Малая Вишера г, Красноармейская ул, дом № 2;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";192007, Санкт-Петербург г, Боровая ул, дом № 55;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";195271, Санкт-Петербург г, Мечникова пр-кт, дом № 23;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";195271, Санкт-Петербург г, Мечникова пр-кт, дом № 27;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";191015, Санкт-Петербург г, Кирочная ул, дом № 41;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";191028, Санкт-Петербург г, Чайковского ул, дом № 27;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";194291, Санкт-Петербург г, Просвещения пр-кт, дом № 45;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";194291, Санкт-Петербург г, Сантьяго-де-Куба ул, дом № 1/28;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";195067, Санкт-Петербург г, Пискаревский пр-кт, дом № 47;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";195196, Санкт-Петербург г, Заневский пр-кт, дом № 1/82;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";175400, Новгородская обл, Валдайский р-н, Валдай г, Песчаная ул, дом № 1;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";194291, Санкт-Петербург г, Культуры пр-кт, дом № 4;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";194291, Санкт-Петербург г, Луначарского пр-кт, дом № 49;Организация услуг по направлению страховщика;Стационарная помощь (экстренная госпитализация), Стационарная помощь (плановая госпитализация)
